Mill TPH,Clinker TPH,Gypsum TPH,DFA TPH,WFA TPH,Mill KW,Mill I/L Temp,Mill O/L Temp,Mill O/L BE Amp,Mill Vent Fan RPM,Mill Vent Fan KW,Mill Vent BF I/L Draft,Mill Vent BF O/L Draft,Reject,Sep RPM,Sep KW,Sep Amp,CA Fan RPM,CA Fan KW,Mill Folaphone,Mill I/L Draft,Mill O/L Draft,Sep. Vent I/L Draft,Sep. Vent O/L Draft,Sep.Vent bag filter fan kw,Sep.Vent bag filter fan rpm,"Residue
(45µ)"
233983211218.60226,99.78,99.78,3768417077.5881333,3.9183678704650697,3664.31,34.2,92.67,52.52,130.35689859715578,43.22,89.46,188.25,102.24,957.52,50.77,140.32,900.39,321.94,0.15364001277147346,1.7283918148524218,87.88,0.1506883237159857,212.8,0.9058291575262727,0.2148267171649328,16.1
227819218268.56625,99.3,99.3,3664078094.237269,3.8993177684900733,3646.03,34.29,98.1,50.0,130.35689859715578,43.48,86.38,181.68,128.98,967.06,56.81,145.55,900.42,319.28,0.15364001277147377,1.7189885666332916,85.99,0.15068832371598576,212.7,0.9034415549294864,0.2148267171649328,16.5
270950066489.15,102.51,102.51,4418821768.15207,4.023102977336884,3596.22,33.27,90.75,58.0,132.3141548790752,43.23,87.97,177.68,32.88,967.09,62.71,151.18,900.44,318.54,0.153640012771474,1.6614033357214066,82.2,0.1506883237159857,211.4,0.9068651799363623,0.2148267171649328,16.7
324947954595.18494,105.99,105.99,5377871261.227541,4.156304962764973,3588.11,29.79,81.5,42.77,132.3141548790752,43.95,78.39,195.71,28.18,962.47,25.99,124.7,905.24,316.44,0.15364001277147435,1.6873873666760162,88.3,0.15068832371598564,212.3,0.9081870925137383,0.2148267171649328,13.9
268822676207.79965,102.36,102.36,4380390074.129138,4.01358441010306,3683.26,28.66,92.95,44.83,132.3141548790752,44.16,80.27,189.78,49.71,962.64,34.15,129.16,900.24,332.59,0.15364001277147388,1.682205655317114,83.1,0.15068832371598564,211.3,0.9051160088602718,0.2148267171649328,14.5
320740482493.1697,105.73,105.73,5298858222.061163,4.146794090044411,3639.96,28.09,89.93,48.56,132.3141548790752,44.15,78.75,201.79,77.1,962.56,45.34,136.56,900.31,328.17,0.15364001277147443,1.6873873666760162,87.0,0.1506883237159857,212.3,0.9043840631821551,0.2148267171649328,14.7
226663975496.91556,99.2,99.2,3327143639.4136267,4.659631163139517,3593.16,30.53,81.74,47.22,130.35689859715578,40.92,77.82,201.32,29.01,907.57,26.47,124.47,905.24,338.06,0.1536400127714741,1.682205655317114,85.5,0.1506883237159857,212.7,0.903249253786023,0.2148267171649328,14.8
226049806767.30942,99.15,99.15,3315740805.824484,4.650147630135732,3595.07,29.8,80.9,52.27,132.3141548790752,43.9,79.65,191.34,35.59,907.55,26.85,125.86,905.25,338.02,0.15364001277147485,1.7124289871559921,86.9,0.15068832371598567,212.3,0.903249253786023,0.2148267171649328,15.0
225436999005.40137,99.1,99.1,3304370548.0797033,4.650147630135732,3673.61,28.9,85.1,48.1,132.3141548790752,43.5,75.65,192.54,44.62,907.51,31.33,128.11,900.25,331.55,0.1536400127714742,1.6699979425017575,89.8,0.15068832371598573,212.3,0.9020677641023286,0.2148267171649328,15.4
231548384134.40375,99.59,99.59,3404000543.8774962,4.669114205324293,3673.75,28.64,93.05,44.53,132.3141548790752,43.78,79.12,191.47,50.04,922.47,33.72,128.86,900.25,331.72,0.15364001277147465,1.6924287480377027,82.1,0.15068832371598564,212.3,0.903249253786023,0.2148267171649328,15.8
226510305595.5332,99.19,99.19,3323339070.7440367,4.659631163139517,3657.55,28.18,90.62,48.12,132.3141548790752,44.11,78.77,204.41,70.75,952.72,41.9,134.83,900.3,327.76,0.15364001277147443,1.6699979425017575,86.5,0.15068832371598567,211.3,0.9058291575262727,0.2148267171649328,15.2
223302855653.4429,98.93,98.93,3270454485.9398384,4.640663605442685,3648.3,27.6,82.72,50.52,132.3141548790752,43.96,81.74,210.41,86.71,952.47,48.33,138.54,900.33,325.65,0.15364001277147452,1.7113118343020923,87.0,0.1506883237159857,212.3,0.9004147499441677,0.2148267171649328,15.0
271039005489.38202,102.52,102.52,4033436785.995474,4.811301522447052,3721.35,28.24,86.99,43.05,132.3141548790752,43.76,81.3,209.93,107.26,952.22,55.54,142.58,900.34,325.54,0.15364001277147452,1.7294060289920712,86.8,0.15068832371598567,200.485,0.9034415549294864,0.2148267171649328,14.5
274706106948.09766,102.77,102.77,4091876928.23313,4.820776827456587,3678.99,29.23,89.6,46.87,132.3141548790752,43.91,82.6,206.35,79.04,952.46,47.92,136.85,900.3,327.87,0.15364001277147438,1.7021154470317763,86.2,0.15068832371598573,212.7,0.903249253786023,0.2148267171649328,15.9
194370280367.80408,96.44,96.44,2818603378.639815,4.526816636385117,3654.78,30.4,89.53,49.07,132.3141548790752,43.78,80.07,206.84,82.93,962.18,45.94,138.34,900.29,327.87,0.15364001277147413,1.7113118343020923,87.5,0.1506883237159857,212.3,0.9068990397545352,0.2148267171649328,15.1
202574360832.00647,97.18,97.18,2946946379.732658,4.564773601641862,3701.5,32.31,92.77,44.68,132.3141548790752,43.92,82.55,209.16,123.98,952.59,57.96,144.55,900.36,324.09,0.15364001277147454,1.7157390638665038,85.0,0.15068832371598576,211.3,0.903249253786023,0.2148267171649328,14.5
200827752699.9355,97.02,97.02,2919530029.6017284,4.555285112076139,3635.1,33.23,90.63,49.92,132.3141548790752,43.69,85.02,201.94,115.28,957.86,57.1,142.61,900.36,324.28,0.15364001277147454,1.6924287480377027,83.6,0.1506883237159857,211.4,0.9061093141144689,0.2148267171649328,13.9
281978225230.01654,103.26,103.26,4210875098.1244855,4.839726008866174,3629.45,33.65,89.7,52.87,132.3141548790752,43.51,84.54,199.63,152.37,957.77,61.54,150.52,900.41,320.22,0.15364001277147457,1.7211221702733812,87.3,0.15068832371598564,211.8,0.9034798607545208,0.2148267171649328,15.8
233904343114.24252,99.78,99.78,3439065506.7806673,4.678596757557282,3678.8,34.29,95.07,49.07,130.35689859715578,43.24,87.66,187.23,117.25,957.45,54.99,143.41,900.4,320.56,0.15364001277147427,1.7273716454100303,86.9,0.15068832371598564,212.4,0.9061789063094507,0.2148267171649328,15.5
231392012532.17065,99.58,99.58,3400122891.4232364,4.669114205324293,3632.24,33.86,97.76,49.93,130.35689859715578,43.64,86.51,183.39,144.5,967.1,55.55,143.02,900.42,320.06,0.15364001277147396,1.7179120131390442,87.5,0.15068832371598584,211.9,0.9049711468563633,0.2148267171649328,15.2
238594902959.08698,100.14,100.14,3514080548.79005,4.697560395621743,3619.43,32.73,87.65,56.99,132.3141548790752,43.05,85.87,176.52,136.85,967.24,63.02,150.52,900.45,318.39,0.1536400127714741,1.7314168255956948,86.4,0.15068832371598567,212.9,0.9033647891841802,0.2148267171649328,14.5
233116856522.4866,99.71,99.71,3427343908.8038955,4.678596757557282,3655.57,32.16,88.58,47.54,132.3141548790752,42.66,87.04,188.53,155.96,957.83,61.55,150.71,900.45,317.63,0.15364001277147413,1.7189885666332916,83.9,0.15068832371598576,212.3,0.903249253786023,0.2148267171649328,14.8
223378789604.3695,98.94,98.94,3274208554.5771174,4.640663605442685,3680.51,31.59,90.03,43.56,132.3141548790752,42.75,88.7,177.84,140.5,957.59,49.98,138.93,900.36,323.74,0.15364001277147496,1.6973361298575889,88.0,0.1506883237159857,212.8,0.9034798607545208,0.2148267171649328,15.4
216258650792.99213,98.35,98.35,3163135551.8188853,4.6122085724796555,3726.66,30.74,88.3,42.11,132.3141548790752,42.7,81.88,179.46,199.1,957.51,32.47,129.69,900.28,329.1,0.1536400127714745,1.723230210021919,87.5,0.15068832371598567,211.4,0.9034798607545208,0.2148267171649328,16.3
218486773813.71558,98.53,98.53,3196122648.681883,4.621694077492548,3557.32,33.59,92.02,48.55,134.27024922663324,43.26,81.56,205.41,145.92,937.35,62.72,134.01,905.34,327.73,0.1536400127714728,1.7179120131390442,86.7,0.1506883237159857,211.3,0.9034415549294864,0.2148267171649328,14.3
234852195960.06714,99.85,99.85,3454746238.6577144,4.688078820702697,3614.58,34.32,93.67,50.9,132.3141548790752,42.73,85.75,184.45,142.89,957.97,64.87,153.17,900.45,317.11,0.15364001277147413,1.6685919017684294,86.5,0.15068832371598584,200.485,0.9033263290585676,0.2148267171649328,13.8
239719126798.06863,100.23,100.23,4234086607.4435554,3.154479679588759,3578.6,30.1,89.33,48.82,132.3141548790752,43.79,81.29,207.48,66.56,952.58,42.45,134.09,900.29,337.97,0.15364001277147404,1.6835146011203768,85.6,0.15068832371598578,212.4,0.9043840631821551,0.2148267171649328,14.3
245159461111.87628,100.64,100.64,4337487670.74708,3.1736267182864792,3590.33,29.79,80.95,52.71,132.3141548790752,43.97,79.33,191.29,35.37,907.57,27.1,125.76,905.25,337.84,0.15364001277147477,1.7124289871559921,86.9,0.15068832371598564,211.5,0.9036325727868545,0.2148267171649328,13.9
242873745880.35626,100.47,100.47,4294935901.9467807,3.1640535382020425,3681.3,29.01,85.94,46.77,132.3141548790752,43.51,75.12,191.5,45.1,920.01,31.2,127.76,900.25,332.3,0.15364001277147404,1.6782232304752551,88.5,0.15068832371598578,211.9,0.9033647891841802,0.2148267171649328,15.8
239880083065.44382,100.24,100.24,4238741676.2047453,3.154479679588759,3685.23,28.73,92.85,44.36,132.3141548790752,43.97,79.22,189.1,51.62,922.45,36.27,128.79,900.24,332.1,0.15364001277147446,1.6911812054232735,83.9,0.15068832371598576,212.8,0.9034798607545208,0.2148267171649328,16.2
235248060136.45587,99.88,99.88,4146446114.7619715,3.1449051407980577,3633.63,28.21,90.81,48.15,132.3141548790752,43.85,79.12,203.12,67.67,952.78,40.39,134.87,900.29,327.43,0.1536400127714745,1.6782232304752551,86.5,0.15068832371598576,211.4,0.9068651799363623,0.2148267171649328,15.5
253972416259.29825,101.29,101.29,4506321128.769022,3.192771049423866,3646.24,27.66,82.77,49.87,132.3141548790752,43.92,80.78,206.29,92.07,952.43,50.09,139.24,900.33,325.92,0.15364001277147435,1.707917956818501,87.5,0.15068832371598578,212.6,0.9045688520473452,0.2148267171649328,14.5
295846439311.4838,104.17,104.17,5315707645.213264,3.2788873800485105,3719.49,28.43,89.22,42.27,132.3141548790752,43.78,81.35,209.88,98.3,952.2,53.72,139.53,900.33,327.18,0.1536400127714741,1.7179120131390442,86.2,0.1506883237159857,212.3,0.9043840631821551,0.2148267171649328,14.8
285208868832.58856,103.48,103.48,5110986810.1808815,3.259755073417252,3676.83,29.43,89.44,47.27,132.3141548790752,43.6,80.79,204.86,78.66,952.45,46.68,136.29,900.31,327.23,0.15364001277147424,1.6899251932927777,85.0,0.15068832371598567,212.5,0.9035944712654957,0.2148267171649328,15.4
217296118476.54437,98.43,98.43,3806579793.805095,3.10660015061155,3653.49,30.52,89.56,48.64,132.3141548790752,43.78,79.76,205.31,84.62,962.13,48.69,138.53,900.31,327.2,0.15364001277147424,1.7067722702406398,87.5,0.15068832371598576,211.5,0.9034798607545208,0.2148267171649328,16.3
218486773813.71558,98.54,98.54,3832200040.9933934,3.10660015061155,3700.32,32.31,92.77,44.68,132.3141548790752,43.92,82.55,209.16,123.98,952.59,57.96,144.55,900.36,324.09,0.15364001277147454,1.7157390638665038,85.0,0.15068832371598576,211.3,0.903249253786023,0.2148267171649328,17.4
209829722604.6341,97.81,97.81,3668204927.4570255,3.087443531004006,3638.65,33.23,90.75,49.84,132.3141548790752,43.54,85.04,201.91,117.52,951.21,56.63,142.58,900.36,323.47,0.15364001277147452,1.6924287480377027,83.1,0.15068832371598573,211.6,0.9034798607545208,0.2148267171649328,15.8
289219300661.01105,103.75,103.75,5187661872.770295,3.2693215571834147,3644.73,33.7,89.99,53.08,132.3141548790752,43.45,84.4,196.34,159.14,957.69,63.97,151.45,900.41,320.06,0.15364001277147443,1.7146425295086203,85.6,0.15068832371598584,212.3,0.903249253786023,0.2148267171649328,12.8
250533435275.13962,101.05,101.05,4442983911.932868,3.183199221482782,3674.09,34.19,93.6,51.46,130.35689859715578,43.16,88.63,182.12,107.3,957.52,51.82,141.77,900.4,321.76,0.15364001277147413,1.7273716454100303,88.0,0.1506883237159857,212.3,0.9033647891841802,0.2148267171649328,16.7
249534137528.40567,100.97,100.97,4418821768.15207,3.183199221482782,3636.53,33.94,98.08,49.92,130.35689859715578,43.66,86.55,181.73,138.39,967.09,57.21,143.44,900.42,319.71,0.15364001277147413,1.6973361298575889,88.3,0.15068832371598567,212.6,0.903249253786023,0.2148267171649328,14.3
261052433136.70578,101.81,101.81,4640273591.182649,3.2023422037349,3635.96,32.76,87.72,56.3,132.3141548790752,43.1,85.86,182.12,136.69,967.22,63.48,151.64,900.43,318.39,0.1536400127714741,1.7314168255956948,86.2,0.1506883237159857,212.3,0.9043840631821551,0.2148267171649328,15.7
238194440441.79315,100.11,100.11,4206245541.3582625,3.154479679588759,3728.66,30.61,88.44,41.78,132.3141548790752,42.66,81.39,175.18,205.77,957.55,34.1,129.69,900.29,328.51,0.1536400127714744,1.7135391945688339,87.5,0.15068832371598578,212.6,0.9047524314711365,0.2148267171649328,15.1
242955077484.82492,100.48,100.48,4294935901.9467807,3.1640535382020425,3458.03,33.86,90.75,50.06,132.3141548790752,33.44000000000001,76.28,171.77,155.39,927.08,71.45,147.67,895.36,330.02,0.15364001277147393,1.724274805113859,87.5,0.15068832371598584,211.4,0.9054034833836027,0.2148267171649328,14.8
240605479874.7002,100.29,100.29,4252732472.4166307,3.1640535382020425,3559.02,33.77,91.13,48.67,134.27024922663324,43.47,80.68,206.13,140.0,937.37,60.49,135.71,905.33,327.59,0.15364001277147293,1.6886606135965792,86.5,0.15068832371598584,212.5,0.9046791440788994,0.2148267171649328,14.9
238755241981.42096,100.15,100.15,4215508899.10708,3.154479679588759,3616.99,34.29,93.78,50.51,132.3141548790752,42.65,85.85,186.13,92.13,957.97,66.18,153.19,900.46,317.03,0.15364001277147413,1.6699979425017575,86.9,0.15068832371598567,211.9,0.9036325727868545,0.2148267171649328,13.5
239719126798.06863,100.23,100.23,3534046298.321262,4.707041483172645,3665.76,33.17,84.44,46.0,131.33936107256275,44.19,89.03,172.25,90.51,941.93,61.92,130.29,895.36,336.19,0.1536400127714739,1.7185587318154298,87.0,0.1506883237159857,212.8,0.9033647891841802,0.2148267171649328,12.7
276328812960.4995,102.88,102.88,4119086238.974236,4.820776827456587,3784.16,30.22,91.85,45.38,132.3141548790752,43.85,82.97,211.85,205.77,941.56,73.7,160.24,904.19,324.03,0.15364001277147413,1.7044588356473205,86.8,0.1506883237159857,211.5,0.9045688520473452,0.2148267171649328,15.0
288844303923.1368,103.72,103.72,4318532621.981987,4.85867329090283,3756.71,29.84,90.48,46.19,132.3141548790752,43.3,87.44,215.87,165.66,906.6,55.54,146.06,905.4,325.75,0.15364001277147418,1.6924287480377027,85.5,0.1506883237159857,212.8,0.9057233552084607,0.2148267171649328,14.5
203487492070.20496,97.26,97.26,2960734778.05193,4.564773601641862,3668.56,32.89,92.24,45.47,131.33936107256275,43.43,69.7,173.42,60.93,942.58,37.33,132.66,905.33,336.9,0.15364001277147415,1.7124289871559921,87.5,0.1506883237159857,211.6,0.9051160088602718,0.2148267171649328,15.9
203557872056.2643,97.26,97.26,2960734778.05193,4.564773601641862,3672.35,32.22,89.72,44.32,130.35689859715578,40.99,70.65,180.58,56.17,942.51,38.91,130.57,905.34,334.38,0.1536400127714736,1.6924287480377027,86.2,0.1506883237159857,212.3,0.9036325727868545,0.2148267171649328,15.1
212149181503.21832,98.0,98.0,3098011768.7067537,4.602722572265868,3678.57,31.63,86.92,44.75,130.35689859715578,40.25,78.57,191.44,72.65,962.51,50.69,142.1,895.45,334.44,0.15364001277147424,1.7283918148524218,82.1,0.1506883237159857,211.6,0.9039355637993357,0.2148267171649328,15.7
286230439294.17474,103.54,103.54,4276135953.3355584,4.85867329090283,3695.64,29.33,96.25,40.36,132.3141548790752,45.88,78.96,193.16,88.33,937.23,31.98,136.0,905.25,335.59,0.1536400127714743,1.682205655317114,86.4,0.1506883237159857,212.8,0.9046056643090802,0.2148267171649328,15.5
247380166614.61517,100.81,100.81,3655836030.7256,4.7260021995881045,3693.94,28.45,89.67,45.12,132.3141548790752,45.1,82.65,170.2,99.07,952.2,55.06,142.38,890.28,318.76,0.15364001277147407,1.7021154470317763,86.4,0.15068832371598564,212.6,0.9019872682359718,0.2148267171649328,16.4
246720472663.9956,100.76,100.76,3643501899.294351,4.7260021995881045,3700.67,29.13,92.06,36.0,134.27024922663324,47.17,87.86,166.02,131.83,962.43,49.81,138.41,890.28,319.14,0.1536400127714739,1.7273716454100303,86.4,0.15068832371598567,212.3,0.9058291575262727,0.2148267171649328,13.6
249700460507.6281,100.98,100.98,3693047330.2087746,4.735481830154332,3611.14,30.14,80.12,48.77,132.3141548790752,43.57,78.85,182.77,151.19,957.81,61.44,150.45,900.45,317.74,0.1536400127714742,1.6835146011203768,87.5,0.15068832371598567,213.6,0.9068651799363623,0.2148267171649328,15.3
246638112129.11237,100.75,100.75,3643501899.294351,4.7260021995881045,3660.47,30.37,90.56,42.31,130.35689859715578,40.79,87.33,188.67,119.54,946.98,58.36,144.91,905.39,327.6,0.15364001277147418,1.6924287480377027,86.4,0.15068832371598567,211.3,0.9054392085704303,0.2148267171649328,14.8
247875882695.72556,100.84,100.84,3664078094.237269,4.735481830154332,3678.49,32.25,93.11,43.55,130.35689859715578,40.28,81.73,194.35,103.59,947.35,47.24,137.98,905.37,330.03,0.1536400127714742,1.6961215158407181,84.6,0.15068832371598578,213.7,0.9024272815663484,0.2148267171649328,15.0
234062101058.86667,99.79,99.79,3442980119.707684,4.678596757557282,3557.42,33.04,98.23,57.99,130.35689859715578,43.55,75.86,177.41,92.43,901.12,75.97,150.43,895.35,336.71,0.15364001277147432,1.7420745469236092,89.8,0.15068832371598567,211.6,0.9038601181699443,0.2148267171649328,15.4
236200359933.24683,99.95,99.95,3478378990.8445582,4.688078820702697,3461.76,33.81,88.32,47.81,131.33936107256275,43.2,80.54,205.54,149.48,937.34,63.42,134.61,905.35,328.18,0.15364001277147296,1.6861053512291402,90.0,0.15068832371598567,212.3,0.9050798640645896,0.2148267171649328,15.8
