Date Time,Mill_TPH,Clinker_TPH,Gypsum_TPH,DFA_TPH,WFA_TPH,Mill_KW,Mill_I/L_Temp,Mill_O/L_Temp,Mill_O/L_BE_Amp,Mill_Vent_Fan_RPM,Mill_Vent_Fan_KW,Mill_Vent_BF_I/L_Draft,Mill_Vent_BF_O/L_Draft,Reject,Sep_RPM,Sep_KW,Sep_Amp,CA_Fan_RPM,CA_Fan_KW,Mill_Folaphone,Mill_I/L_Draft,Mill_O/L_Draft,Sep_Vent_I/L_Draft,Sep_Vent_O/L_Draft,SepVent_bag_filter_fan_kw,SepVent_bag_filter_fan_rpm,Residue(45µ)
2022-06-01 20:36:00,-0.8806204199790955,-1.58134,-1.58134,0.7835355997085571,-1.778288722038269,0.2223909497261047,-0.7973652482032776,0.88075852394104,-1.7219840288162231,1.1945027112960815,0.0834014415740966,-0.3524087,0.9983948469161988,-1.4321945905685425,0.8029903,-1.605507493019104,-1.2935199737548828,2.2591045,0.7898931,0.019376652,-0.6705346,-0.065820314,-0.39822677,-0.3563722372055053,-0.69122416,-0.5933628678321838,0.009695507
2022-06-01 22:35:00,-0.900872766971588,-1.9862503,-1.9862503,1.1491339206695557,-1.634986400604248,-0.1733328253030777,-1.3923476934432983,-1.7507374286651611,-0.567182183265686,1.1945027112960815,-0.5232211947441101,-0.5944358,-1.21451735496521,-1.6677837371826172,-1.8570092,-1.306825041770935,-1.2965439558029177,-0.5078182,0.40415877,-0.47107002,-0.40314683,-0.83709097,-0.5749847,-0.4071496129035949,-0.74527466,-0.5933628678321838,0.009695507
2022-06-01 23:33:00,-0.9322641491889954,-1.4684958,-1.4684958,0.4654451012611389,-1.5442283153533936,-0.6436264514923096,0.2829970121383667,0.3358621895313263,-0.214133009314537,1.1945027112960815,-0.7519809603691101,0.21693107,-0.5520280599594116,0.3401800394058227,0.37412718,0.8794686198234558,1.1297564506530762,-0.48621196,-1.2884328,-0.24814436,-0.93792194,-0.49430418,-0.80224824,-0.5594817399978638,-0.7495988,-0.5933628678321838,-1.1336023
2022-06-02 00:37:00,-0.5535403490066528,0.42662236,0.42662236,-0.9969481825828552,-1.7066375017166138,-0.5621744394302368,-1.0896373987197876,-0.761369526386261,-0.471528559923172,1.3618522882461548,-0.1494434028863906,-0.8802589,1.1756492853164673,0.1849842518568039,-2.1293998,0.8036612272262573,1.1226996183395386,2.2208896,1.8385394,-1.725046,-0.26945296,-0.4728803,-0.019458065,-0.4071496129035949,-0.72149247,-0.5933628678321838,0.4996807
2022-06-02 01:28:00,-0.073551669716835,0.9145063,0.9145063,-0.6788568496704102,-1.649316668510437,-1.1567198038101196,-1.19402015209198,0.1350127011537552,-0.2176114171743393,1.3618522882461548,-0.1576135754585266,-0.5783008,0.4101315438747406,-0.1797129958868026,-2.1293998,-1.2780179977416992,1.294063925743103,0.59079224,0.53484356,-0.4599212,-0.7819461,-0.83709097,-0.5749847,-0.4071496129035949,-0.5615028,-0.5933628678321838,1.8063066
2022-06-02 02:35:00,0.4813708662986755,1.4754087,1.4754087,-0.3111933767795563,-1.5824421644210815,-0.8505430817604065,-1.287964940071106,1.5223593711853027,-0.4071798324584961,1.3618522882461548,0.0302960164844989,-0.3673919,0.7098027467727661,-0.2901867628097534,-2.1293998,-1.0665147304534912,1.4543384313583374,0.05174951,-0.69824153,-0.5268057,-0.64825225,-0.51572806,-0.7769955,-0.3732988834381103,-0.74527466,-0.5933628678321838,0.4996807
2022-06-02 03:29:00,-0.0229200106114149,0.964291,0.964291,-0.6458084583282471,-1.6397632360458374,-0.97125244140625,-1.1105139255523682,0.9904810190200806,-0.9689282774925232,1.3618522882461548,-0.1821233630180359,-0.8283963,-0.7874442934989929,0.1282830387353897,-2.1293998,-0.9960135817527772,1.103546977043152,0.059312038,-0.4632167,-0.28158236,-0.20260623,-0.065820314,-0.17096709,-0.5764058232307434,-0.5571789,-0.5933628678321838,-1.9502437
2022-06-02 04:34:00,-0.0107689062133431,0.9775671,0.9775671,-0.637546181678772,-1.6397632360458374,-0.8345555067062378,-0.8495568633079529,-2.24170184135437,-0.0089121330529451,1.1945027112960815,-0.4374358355998993,-0.6497567,0.0378969125449657,-2.2212183475494385,0.5733524,-1.8953884482383727,-1.6352373361587524,0.033387136,-1.5160795,-0.18125986,-0.6705346,0.041300647,-0.39822677,-0.5256284475326538,-0.74311256,-0.5933628678321838,-1.1336023
2022-06-02 06:21:00,0.464156299829483,1.4571544,1.4571544,-0.3235860168933868,-1.5824421644210815,0.3537249565124511,-1.0765892267227173,-0.2983010709285736,-1.3689348697662354,1.1945027112960815,-0.5109659433364868,-0.5275909,0.6278219223022461,-1.5613027811050415,0.58260936,-1.3947619199752808,-1.1332439184188845,-0.5078182,0.10589825,-0.53794605,-0.7819461,-0.19436514,-0.49923405,-0.4071496129035949,-0.72797847,-0.5933628678321838,-0.7252815
2022-06-02 07:29:00,-0.0563370883464813,0.9311008,0.9311008,-0.6685293912887573,-1.6445398330688477,-0.3282405436038971,-1.2279443740844729,0.0141309909522533,-0.5428340435028076,1.1945027112960815,-0.5211783051490784,-0.3282061,0.7768266797065735,-1.9675273895263672,0.58481264,-1.599442720413208,-1.2017899751663208,-0.50565565,0.07006543,-0.0140613485,-0.692817,-0.28006226,-0.019458065,-0.5764058232307434,-0.6090673,-0.5933628678321838,0.41801623
2022-06-02 08:26:00,-0.101905271410942,0.88463575,0.88463575,-0.6974466443061829,-1.649316668510437,-0.3599117994308471,-1.3923476934432983,-0.8004233837127686,0.0676106512546539,1.1945027112960815,-0.406798779964447,-0.65551966,0.5679984092712402,-0.9756576418876648,0.57775897,-0.48506960272789,-0.4750082492828369,-0.4991744,-0.12912335,0.298038,0.109345876,-0.53715193,-0.42347956,-0.3225215077400207,-0.6047434,-0.5933628678321838,0.2546881
2022-06-02 09:30:00,-0.0259577855467796,0.96263117,0.96263117,-0.6478744149208069,-1.6445398330688477,-0.4905368387699127,-1.4393199682235718,-1.8269864320755005,0.7597960829734802,1.1945027112960815,-0.406798779964447,-0.20604022,1.1158257722854614,-1.0270347595214844,0.57864136,-0.5222154855728149,-0.5415378212928772,-0.4991744,-0.13333993,-0.047507852,-0.11347712,-0.4664533,-0.5749847,-0.4748536646366119,-0.6047434,-0.5933628678321838,-1.5419229
2022-06-02 10:35:00,-0.1181077733635902,0.8680413,0.8680413,-0.7098400592803955,-1.6540933847427368,0.3841808140277862,-1.3401559591293335,-1.2467551231384275,-1.0645819902420044,1.1945027112960815,-0.4742008745670318,-0.3685438,1.110287070274353,-0.3431611657142639,0.12641923,0.0789395496249198,0.0400890819728374,-0.49701837,-0.22292358,0.097401485,-0.715099,-0.4728803,-0.1457143,-0.3563722372055053,-0.6696038,-0.5933628678321838,-0.56195337
2022-06-02 11:25:00,0.1431517750024795,1.1335566,1.1335566,-0.536335825920105,-1.6206562519073486,0.129911720752716,-1.105294704437256,-0.2257723212242126,-0.8524042367935181,1.1945027112960815,-0.4578612744808197,0.2031015,1.1928215026855469,-0.8997900485992432,0.13214935,-0.3630191683769226,-0.4115041494369507,-0.501337,-0.1449347,0.22001316,0.042499147,-0.922788,-0.8274972,-0.3563722372055053,-0.6047434,-0.5933628678321838,-1.9502437
2022-06-02 12:34:00,-0.0168444588780403,0.970929,0.970929,-0.6416773200035095,-1.6397632360458374,-0.1921512931585312,-0.7242971062660217,-0.4861326217651367,-0.2158718854188919,1.1945027112960815,-0.4803289175033569,-0.3812215,1.0842527151107788,-1.071224331855774,0.56277454,-0.57679682970047,-0.4840815961360931,-0.501337,-1.3959346,-0.2927227,-0.42542922,0.4697845,-0.85274994,-0.3225215077400207,-0.8014872,-0.5933628678321838,-1.2969303
2022-06-02 14:35:00,-0.0057054315693676,0.98254526,0.98254526,-0.6334150433540344,-1.6397632360458374,-0.2474975287914276,-0.0249324440956115,0.1852243691682815,-0.5480513572692871,1.1945027112960815,-0.515051007270813,0.03368226,0.8488364815711975,0.3516269326210022,0.12950489,0.3541215658187866,0.4866403639316559,-0.49377447,-0.87635064,-1.725046,-0.64825225,-1.2227271,-0.675992,-0.2378933876752853,-0.74527466,-0.5933628678321838,-0.806946
2022-06-02 17:32:00,-0.5049328207969666,0.47640577,0.47640577,-0.96596497297287,-1.6970840692520142,-0.0829755514860153,0.275168627500534,0.092238649725914,0.3702247142791748,0.8621363043785095,-0.6273883581161499,0.69983345,0.0257105939090251,-0.4743989109992981,0.35649833,-0.1954842209815979,-0.192762866616249,-0.49269316,-0.73934263,-0.87234306,0.020216761,0.015591028,-0.5749847,-0.3225215077400207,-0.6047434,-0.5933628678321838,0.7446733
2022-06-02 18:27:00,-0.5849317312240601,0.39675182,0.39675182,-1.0176031589508057,-1.7066375017166138,-0.267936497926712,0.2986547946929931,1.102063536643982,-0.0680435821413993,0.8621363043785095,-0.5742837190628052,0.34485987,-0.3382155895233154,0.2374259382486343,0.77698416,0.2623943090438843,0.3344301879405975,-0.48945585,-1.0196851,-0.5936817,-0.18032385,-0.3893261,-0.39822677,-0.3394481539726257,-0.74527466,-0.5933628678321838,1.0713296
2022-06-02 19:26:00,-0.0583627894520759,0.9294422,0.9294422,-0.6685293912887573,-1.6445398330688477,-0.7719244956970215,0.0324784368276596,-0.2648261487483978,1.3232840299606323,1.1945027112960815,-0.6253461837768555,0.52810955,-0.5597837567329407,-2.251655840873718,0.77830774,0.7096595168113708,0.9019433856010436,-0.48729324,-1.097674,-0.37075603,-1.2053097,-1.2013032,-0.5749847,-0.5594817399978638,-0.5398828,-0.5933628678321838,1.2346585
2022-06-02 20:30:00,0.5117501616477966,1.5069379,1.5069379,-0.2905376255512237,-1.5776655673980713,-0.8539816737174988,-0.8756521940231323,-1.985061883926392,-1.325455904006958,1.1945027112960815,-0.4782859683036804,-0.5759961,0.4389356672763824,-2.251655840873718,0.5746733,-1.8953884482383727,-1.7398797154426575,0.03122453,-1.3189974,-0.025210183,-0.7819461,0.105573885,-0.85274994,-0.4071496129035949,-0.4534018,-0.5933628678321838,-1.0519385
2022-06-02 22:29:00,-0.0826649963855743,0.9045499,0.9045499,-0.6850531697273254,-1.649316668510437,0.1087637916207313,-1.1705340147018433,0.1443104296922683,-0.9671887755393982,1.1945027112960815,-0.4353936612606048,-0.3593244,0.1104603633284568,-1.872759461402893,0.58216816,-1.455407977104187,-1.3177114725112915,-0.5088995,0.38307914,-0.4933592,-0.8710752,-1.0084852,-0.85274994,-0.5764058232307434,-0.6479838,-0.5933628678321838,-0.56195337
2022-06-02 23:33:00,0.4702318608760834,1.4637924,1.4637924,-0.3194556832313537,-1.5824421644210815,-0.3293546438217163,-1.319279432296753,-0.4173226654529571,-0.3184823095798492,1.1945027112960815,-0.4374358355998993,-0.53450567,0.7757185697555542,-1.1436314582824707,0.57864136,-0.6071200370788574,-0.5717786550521851,-0.501337,-0.082750715,0.05281465,-0.7819461,-0.17294128,-0.675992,-0.4071496129035949,-0.69122416,-0.5933628678321838,-0.39862522
2022-06-03 00:22:00,-0.6001206040382385,0.38015607,0.38015607,-1.1931734085083008,-1.3244982957839966,-0.8028867840766907,-0.6825439929962158,-1.940429091453552,-0.5515297055244446,0.8621363043785095,-1.0971639156341553,-0.6416892,0.7496851086616516,-2.251655840873718,-1.8451078,-1.8953884482383727,-1.7398797154426575,0.03122453,0.95957226,-0.27043352,-0.8710752,-0.49430418,-0.5749847,-0.3394481539726257,-0.7560848,-0.5933628678321838,-0.31696075
2022-06-03 01:27:00,-0.6082218289375305,0.37185946,0.37185946,-1.1993696689605713,-1.329275131225586,-0.7835594415664673,-0.8730430603027344,-2.096644401550293,0.3267457187175751,1.1945027112960815,-0.4884983003139496,-0.4307795,0.1968718320131302,-2.2486369609832764,-1.8459902,-1.8953884482383727,-1.650357723236084,0.032305833,0.9553557,0.47637683,-0.31401774,-0.19436514,-0.7769955,-0.4071496129035949,-0.7560848,-0.5933628678321838,-0.15363263
2022-06-03 02:31:00,-0.6163231134414673,0.3635616,0.3635616,-1.2055660486221311,-1.329275131225586,0.0111241787672042,-1.107904314994812,-1.31556499004364,-0.3984841704368591,1.1945027112960815,-0.5701985955238342,-0.8917839,0.2633421123027801,-2.008256435394287,-1.8477522,-1.6691858768463137,-1.423553705215454,-0.5078182,0.2734708,-0.14782186,-1.0716158,0.42693678,-0.52448297,-0.4071496129035949,-0.8101353,-0.5933628678321838,0.17302364
2022-06-03 03:39:00,-0.5363257527351379,0.4448754,0.4448754,-1.151862621307373,-1.3197215795516968,0.0125396391376852,-1.1757532358169556,0.1629087030887603,-1.0193641185760498,1.1945027112960815,-0.5130088925361633,-0.49186245,0.2040730565786361,-1.863974690437317,-1.1883742,-1.4880053997039795,-1.347952365875244,-0.5078182,0.2913888,0.2646,-0.692817,-1.2227271,-0.87800276,-0.4071496129035949,-0.7560848,-0.5933628678321838,0.4996807
2022-06-03 04:32:00,-0.602146327495575,0.3784975,0.3784975,-1.1952385902404783,-1.3244982957839966,-0.1513746529817581,-1.2957932949066162,-0.2890019416809082,-0.3950057625770569,1.1945027112960815,-0.4456060230731964,-0.53220105,0.9208463430404664,-1.31266987323761,0.14493047,-0.8678984045982361,-0.74616539478302,-0.5024183,-0.12596172,0.07510382,-1.0716158,-0.28006226,-0.7769955,-0.5764058232307434,-0.6047434,-0.5933628678321838,0.009695507
2022-06-03 06:29:00,-0.644676685333252,0.33535087,0.33535087,-1.2241557836532593,-1.3340517282485962,-0.244967982172966,-1.4471484422683716,-1.7581764459609983,0.0223927926272153,1.1945027112960815,-0.4762438237667084,-0.18990514,1.2531986236572266,-0.887811005115509,0.13391143,-0.3804548978805542,-0.3721915185451507,-0.4991744,-0.34834003,0.14198832,-0.3363001,-0.17294128,-0.65073925,-0.4071496129035949,-0.8101353,-0.5933628678321838,-0.15363263
2022-06-03 07:26:00,-0.0573491677641868,0.9311008,0.9311008,-0.8399677276611328,-1.248070478439331,0.4941668212413788,-1.280135989189148,-0.9640791416168212,-1.2767596244812012,1.1945027112960815,-0.5170939564704895,-0.24061503,1.2266098260879517,-0.3407652378082275,0.12289238,0.1661185026168823,0.0350486822426319,-0.4980931,-0.3599316,0.13083948,0.042499147,-0.21578902,-0.7769955,-2.406912326812744,-0.74527466,-0.5933628678321838,-0.56195337
2022-06-03 08:29:00,-0.0158323813229799,0.9725876,0.9725876,-0.8131164312362671,-1.2432938814163208,0.0655588954687118,-1.021788477897644,-0.4786935746669769,-0.6124007105827332,1.1945027112960815,-0.4864561557769775,-0.09078913,1.02830708026886,-1.0919880867004397,0.13347292,-0.4115363359451294,-0.5425452589988708,-0.5024183,-0.114370175,-0.0029210174,-0.5145583,-0.3443355,-0.52448297,-0.3394481539726257,-0.7560848,-0.5933628678321838,0.58134437
2022-06-03 09:21:00,-1.0527677536010742,-0.07785733,-0.07785733,-1.4885437488555908,-1.391372799873352,-0.1794022619724273,-0.7164686918258667,-0.4917115271091461,-0.2297854721546173,1.1945027112960815,-0.5130088925361633,-0.38237426,1.0554486513137815,-0.988435447216034,0.56189215,-0.5616354942321777,-0.3923515677452087,-0.5034996,-0.114370175,-0.2592847,-0.3363001,-0.065820314,-0.5749847,-0.4071496129035949,-0.5377207,-0.5933628678321838,-0.071968175
2022-06-03 10:35:00,-0.9322641491889954,0.04494326,0.04494326,-1.4100534915924072,-1.3722658157348633,0.2933196127414703,-0.2180401533842086,0.1108355075120925,-0.9932764172554016,1.1945027112960815,-0.4844140112400055,-0.09655116,1.1839585304260254,0.104324996471405,0.13920304,0.3495729863643646,0.2336283773183822,-0.49593708,-0.512751,0.17542632,-0.247171,-0.6014252,-0.42347956,-0.5764058232307434,-0.7560848,-0.5933628678321838,-0.56195337
2022-06-03 11:38:00,-0.9575799703598022,0.018391095,0.018391095,-1.42657732963562,-1.3770424127578735,-0.3785277009010315,0.0220399145036935,-0.2871432304382324,-0.0819571763277053,1.1945027112960815,-0.5313913822174072,0.18811831,0.7840278744697571,-0.1272711157798767,0.37148273,0.284378319978714,0.0380726121366024,-0.49593708,-0.49272627,0.1642775,-0.692817,-0.9013642,-0.5749847,-0.5594817399978638,-0.5874473,-0.5933628678321838,-1.0519385
2022-06-03 12:26:00,0.0651785805821418,1.0539026,1.0539026,-0.7594122886657715,-1.233740210533142,-0.4356969892978668,0.1316424161195755,-0.4600967168807983,0.4310950338840484,1.1945027112960815,-0.5681564807891846,0.13279827,0.6560723781585693,0.8600730299949646,0.36751738,0.6209646463394165,0.8354153037071228,-0.49053717,-0.9206166,0.18656665,-0.1357595,-0.10866805,-0.87800276,-0.4917777180671692,-0.74311256,-0.5933628678321838,0.4996807
2022-06-03 14:37:00,-0.5059464573860168,0.47640577,0.47640577,-1.1332728862762451,-1.3149447441101074,0.0636370256543159,0.2986547946929931,0.5385703444480896,-0.2297854721546173,0.8621363043785095,-0.623303234577179,0.492382,-0.0307895354926586,-0.0748292282223701,0.35341266,0.1244243383407592,0.1187143698334693,-0.49161187,-0.8847838,-0.10323502,-0.002065623,-0.19436514,-0.85274994,-0.3902255296707153,-0.5831231,-0.5933628678321838,0.2546881
2022-06-03 15:33:00,-0.5383499264717102,0.44321683,0.44321683,-1.1539278030395508,-1.3197215795516968,-0.4074668288230896,0.1864431798458099,1.0388339757919312,-0.080217644572258,0.8621363043785095,-0.5416037440299988,0.35984308,-0.2434948086738586,0.6505720019340515,0.77874625,0.1668764650821685,0.0794017240405082,-0.48945585,-0.9374797,-0.3930452,-0.20260623,-0.065820314,0.106798165,-0.4748536646366119,-0.6566318,-0.5933628678321838,0.009695507
2022-06-03 16:35:00,-0.4462014734745025,0.5361469,0.5361469,-1.094028115272522,-1.3053913116455078,-0.5370815396308899,-0.108438640832901,-0.8413373231887817,1.1476292610168457,1.1945027112960815,-0.6621112823486328,0.28608245,-0.6240379214286804,0.446927398443222,0.7849176,0.7331600189208984,0.8354153037071228,-0.48621196,-1.1134821,-0.28158236,0.08706349,-0.3014861,-0.7264937,-0.3055974245071411,-0.7495988,-0.5933628678321838,-0.56195337
2022-06-03 17:37:00,-0.5160718560218811,0.4647895,0.4647895,-1.1394692659378052,-1.3149447441101074,-0.1714084893465042,-0.2571841180324554,-0.6683838367462158,-0.495876669883728,1.1945027112960815,-0.7417685985565186,0.420926,0.041220299899578,0.9556399583816528,0.37016183,0.6217226386070251,0.8545679450035095,-0.48621196,-1.193581,-0.2592847,-0.18032385,-0.83709097,-0.39822677,-0.4071496129035949,-0.7560848,-0.5933628678321838,-0.31696075
2022-06-03 18:37:00,-0.6436646580696106,0.3370107,0.3370107,-1.2220906019210815,-1.3340517282485962,0.0809387490153312,-0.4059295952320099,-0.3987258076667785,-1.188062071800232,1.1945027112960815,-0.7233861088752747,0.61224234,-0.550920844078064,0.5440911054611206,0.35958397,-0.2553723752498626,-0.3328788578510284,-0.49593708,-0.54963875,0.61013734,-0.60368747,0.041300647,-0.65073925,-0.3225215077400207,-0.74311256,-0.5933628678321838,0.17302364
2022-06-03 19:28:00,-0.7398644685745239,0.2391012,0.2391012,-1.284056305885315,-1.3483819961547852,0.5478925704956055,-0.6277432441711426,-0.7204555869102478,-1.4402403831481934,1.1945027112960815,-0.7335984110832214,-0.17377006,-0.4611851572990417,2.104036569595337,0.35605714,-1.582764983177185,-1.2642866373062134,-0.5045743,0.015262867,0.097401485,-0.091194734,-0.065820314,-0.7769955,-0.5594817399978638,-0.74311256,-0.5933628678321838,0.90800065
2022-06-03 22:28:00,-0.7094851732254028,0.26897174,0.26897174,-1.2654664516448977,-1.3436051607131958,-1.1655213832855225,0.115984633564949,-0.0286430623382329,-0.3202218413352966,1.529202938079834,-0.6192189455032349,-0.21065037,0.9762383699417114,0.6883726716041565,-0.5325203,0.7104177474975586,-0.8288236260414124,0.042030968,-0.12912335,-1.4742526,-0.20260623,-0.23721452,-0.6254903,-0.5764058232307434,-0.74527466,-0.5933628678321838,-0.7252815
2022-06-03 23:29:00,-0.4937938153743744,0.48802203,0.48802203,-1.12501060962677,-1.3101681470870972,-0.5861532688140869,0.3064832091331482,0.2782100737094879,0.0884810388088226,1.1945027112960815,-0.7274711728096008,0.272252,-0.1847793608903885,0.6077134013175964,0.37633047,0.8734044432640076,1.1025395393371582,-0.48621196,-1.2483867,-0.2592847,-1.0938982,-0.28006226,-0.019458065,-2.406912326812744,-0.75176066,-0.5933628678321838,-1.1336023
2022-06-04 00:25:00,-0.4320246875286102,0.5510828,0.5510828,-0.7490848302841187,-2.073538970947266,-0.9502058029174804,-0.7947556376457214,-0.5289052128791809,-0.273264467716217,1.1945027112960815,-0.5109659433364868,-0.24176778,1.0908994674682615,-1.424208641052246,0.13876185,-0.826204240322113,-0.8207592964172363,-0.5034996,0.9500874,-0.31502035,-0.84879285,-0.4728803,-0.27197054,-0.3902255296707153,-0.69122416,-0.5933628678321838,-0.7252815
2022-06-04 01:28:00,-0.3641768991947174,0.6191205,0.6191205,-0.7036429643630981,-2.069669723510742,-0.8315195441246033,-0.8756521940231323,-2.0873467922210693,0.4032684862613678,1.1945027112960815,-0.4742008745670318,-0.4676598,0.1941020488739013,-2.251655840873718,-1.8451078,-1.8953884482383727,-1.660437822341919,0.032305833,0.936386,0.398352,-0.31401774,-0.19436514,-0.9032517,-0.5425550937652588,-0.73446447,-0.5933628678321838,-1.0519385
